User_ID,Email,Phone_Number,Account_Creation_Date,Billing_Address,Shipping_Address,IP_Address_Changed,New_Device,Odd_Time_of_Transaction,Unusual_Cart_Value,Multiple_Failed_OTPs,VPN_Use,First_Time_High_Value_Purchase,Email_Pattern,Shipping_Address_Changed,Previous_Failed_Attempts,Is_Fraud,User_Agent,Browser_Name,Browser_Version,OS,Installed_Plugins,Time_Zone,Screen_Resolution,Language,Do_Not_Track,fingerprint_id
buykart_user_03231,vhansen@example.org,705.371.6403x5121,2020-10-15,"89240 Brian Forges Suite 311, Lake Sean, NJ 56531","49606 Roger Tunnel Apt. 475, Jenniferville, CA 46912",0,0,1,0,2,0,0,normal,0,0,0,Edge/91.0.6767 (Windows 10),Edge,91.0.6767,Windows 10,,UTC-3,1920x1080,en-GB,1,c62cd90988866697da9550e131f5efc11d00f31bec5e18cb99bf7cad9669f1e1
buykart_user_00485,sallychapman@example.org,479.931.7484,2020-07-15,"89615 Christopher Fords, Hollandtown, AR 29432","2925 Robert Lane Suite 675, Michelleview, VA 80579",0,0,0,0,4,0,0,normal,0,0,0,Edge/73.0.7899 (Windows 10),Edge,73.0.7899,Windows 10,Java,UTC-3,1536x864,de-DE,1,07c5f53d0617bb2db6b99c3556b66a536e95b9686f74b0f71a30c4ea086d548c
buykart_user_00757,rhoward@example.com,899.848.8965x888,2024-04-27,"07506 Charles Falls, South Davidmouth, MA 31415","45931 Fisher Junction Suite 392, South Joseport, GU 41942",0,0,1,0,3,0,0,normal,0,2,1,Opera/69.0.2113 (iOS),Opera,69.0.2113,iOS,Java,UTC,1280x720,en-GB,1,85dfb5069e26d93e345eb63c9395862c646e383588bd04c24ab390551f65f481
buykart_user_00236,wbennett@example.net,001-200-461-9708x435,2023-03-22,"917 Lisa Parkways Suite 694, Masonfurt, AS 51131","31861 Hansen Bypass, New Henry, CO 79285",0,0,0,0,3,0,0,normal,0,0,0,Safari/79.0.8790 (Windows 11),Safari,79.0.8790,Windows 11,Flash,UTC-3,1536x864,de-DE,1,87ffa9657a3144c4fed61377fea96b3128fc74c118ba7fe03bf40de80912abd4
buykart_user_01445,fuentesmargaret@example.com,850-604-7173x1513,2024-02-23,"594 Heather Land, Lake Willie, WA 80495","95957 Kyle Views, Hamiltonburgh, MH 46058",0,0,0,0,0,0,0,normal,0,0,0,Edge/105.0.6952 (Windows 11),Edge,105.0.6952,Windows 11,PDF Viewer,UTC+5:30,1536x864,es-ES,1,a04f74f2a3fdc31e5d558a56d0ed221f25b90580859736967e3ddc312195aee0
buykart_user_04293,ajones@example.org,550.989.2291x81047,2025-04-27,"7664 Montes Vista, South Dana, VI 29397","0224 Douglas Trail, New Amyland, IL 16843",0,0,0,0,4,0,1,suspicious,0,1,1,Safari/103.0.7806 (MacOS),Safari,103.0.7806,MacOS,PDF Viewer,UTC+1,1920x1080,en-US,1,da29001afad8a679e02d4964261d570be6d7d1fc6e578d2a6f6ac804b4f77a90
buykart_user_02013,hillpaul@example.net,977.759.8049x752,2025-05-28,"7714 Hughes Isle, Jasontown, PR 96935","2461 Hernandez Shores Apt. 855, North Michelestad, PR 59297",0,0,0,0,2,0,0,normal,0,3,0,Edge/103.0.5706 (iOS),Edge,103.0.5706,iOS,Java,UTC+9,1440x900,en-GB,0,2d776229f93fa51a2b188e12ec0db0a930587d3f63d3a2cbba92b72cffcd41cf
buykart_user_04448,john78@example.com,715-230-0408,2021-10-01,"92391 Mendez Land Apt. 652, North Chad, MO 92141","690 Jonathan Lakes Apt. 793, New Kaylee, WY 44296",0,0,1,0,4,0,0,suspicious,0,3,1,Firefox/76.0.5065 (Linux),Firefox,76.0.5065,Linux,Flash,UTC-3,1536x864,de-DE,0,87d9df800c5a82cbb7aeb1adcd0cd4b44af8636c1cb4c4a0ea0492dba661a467
buykart_user_02368,ryan05@example.org,(889)244-5444x0685,2024-07-24,"5419 Martin Run, Taylorton, SC 95857","567 Harris Station, Waterstown, HI 81874",0,0,0,0,1,0,0,normal,0,1,0,Firefox/64.0.2389 (Windows 11),Firefox,64.0.2389,Windows 11,QuickTime,UTC+9,1536x864,en-GB,1,775319c54d5bba5154f7ee9536d8e5e797bc137d300b73cb8d57a52481f2a590
buykart_user_04147,henrywilliams@example.com,372.668.7791,2021-09-18,"0381 Patel Station, Kevinside, CO 55173","121 Bird Track Suite 909, Lake Kristin, GA 47304",0,0,0,0,1,0,0,normal,0,2,0,Opera/85.0.5396 (Windows 10),Opera,85.0.5396,Windows 10,PDF Viewer,UTC+5:30,1920x1080,de-DE,1,6e3399e6797d6f68f5b8a7edd1ea2489ffc4dbf9319c930518794c0099dbcc16
buykart_user_01999,costajoshua@example.org,889-945-6829,2024-03-03,"33507 Black Lights, Amandamouth, UT 62737","8109 Thomas Mission, Haasburgh, NJ 39342",0,0,1,0,0,0,0,normal,0,0,0,Safari/104.0.7859 (iOS),Safari,104.0.7859,iOS,Flash,UTC-3,1366x768,en-US,0,f7fb403b1135dc9c3c9cb60dce2244cbdbf86f4cfe6c392af627dbe628d594cb
buykart_user_04420,herrerashannon@example.com,6576041439,2023-06-05,"34136 Donald Plaza Suite 685, Cannonfurt, CO 40111","89378 Jill Squares Apt. 151, West Danaview, IL 57610",0,1,1,0,0,0,0,normal,1,3,1,Opera/91.0.8095 (Windows 10),Opera,91.0.8095,Windows 10,Flash,UTC-8,1440x900,fr-FR,0,e9d72b86fb30492da3e442e8623e4ba6a5ddf37c7eabf0c9eee0df4760ab20f2
buykart_user_03464,figueroakevin@example.net,001-612-933-7291,2022-12-11,"9731 Rodriguez Stream Suite 271, East Scottland, NY 34166","320 Chavez Terrace Apt. 588, North Lauren, MI 86975",1,0,0,0,4,0,1,suspicious,0,2,1,Safari/88.0.1515 (MacOS),Safari,88.0.1515,MacOS,PDF Viewer,UTC+9,1366x768,fr-FR,1,0c77dcf6e1d775017c89d58a2095f672c515662ae5ccebe0831e0adc7c0e7ef0
buykart_user_02801,jennifergarcia@example.org,(589)944-2204x05134,2021-08-24,"3382 Smith Vista, Larsonshire, NE 88422","03339 Keith Way Apt. 072, Darrellland, CA 58074",0,0,0,0,3,0,1,normal,0,1,0,Firefox/78.0.9381 (MacOS),Firefox,78.0.9381,MacOS,,UTC,1920x1080,en-GB,0,e93149abc26cdc8bf574fec4b4a24de9411057f3a51723b326280b3953a06665
user_00139,gregory75@example.org,849-214-7743x19678,2020-10-24,"682 Gray Prairie, Amberport, KY 57388","269 Hardy Brooks Suite 217, Anthonyside, DE 09836",0,0,1,0,0,0,0,normal,1,3,1,Edge/80.0.6553 (Linux),Edge,80.0.6553,Linux,Java,UTC-8,1920x1080,fr-FR,0,1841dd28d6ed4239029141dfe619e5670fbd686a2a2ba2168abd3abcac6c4456
buykart_user_01650,halvarez@example.org,(634)207-5865x5522,2022-01-04,"1885 Nicole Passage Suite 175, Whitemouth, AL 98492","902 Olsen Walk, Thompsonshire, NV 69246",0,0,0,0,4,0,0,normal,0,1,0,Opera/100.0.1378 (Linux),Opera,100.0.1378,Linux,,UTC+1,1920x1080,es-ES,1,a1f06980c90dc3219c1aa2d1132450202146e2f497c0f94d65d878f150f1d92f
user_00026,cowanmichael@example.net,664.732.8504x33606,2022-05-23,"17941 Martinez Ports Apt. 650, Hallside, AZ 50952","42248 Martin Terrace, Lake Wesleyland, MS 02127",0,0,0,0,4,0,0,normal,0,3,0,Chrome/67.0.1270 (Linux),Chrome,67.0.1270,Linux,Flash,UTC+1,1366x768,fr-FR,0,e0764769d5c8f821d4a52eb497e91f923eef0c8d48c7e08b2b2e06b61921f079
buykart_user_01661,jensendakota@example.org,725.872.6455x5055,2023-04-05,"21847 Miller Village Apt. 541, New Nicholas, PR 28009","9985 Adriana Ramp, Lake Dawnport, GU 81760",0,1,0,0,4,0,0,normal,0,1,0,Edge/90.0.9884 (MacOS),Edge,90.0.9884,MacOS,Java,UTC,1366x768,de-DE,1,a0f139954f1405caa1eb42fdd6439637c5b06fd41cb71e2c813e5e0176ee9e0a
buykart_user_01033,kristymcbride@example.org,001-353-776-8412x797,2023-06-05,"6278 Waller Inlet, East Tina, MI 79857","795 Clark River, Wagnerstad, GA 78108",0,0,1,0,3,0,0,normal,0,2,1,Safari/87.0.9438 (Windows 10),Safari,87.0.9438,Windows 10,QuickTime,UTC+1,1280x720,es-ES,1,1a34cac77f1fd751c227c79b0753501bc7b3e5423e5968d51e7ff918d6b1c3a3
buykart_user_00135,steeleerica@example.net,3034584270,2024-10-04,"8827 Woodward Union, Williemouth, VI 21376","60828 Velez Port, East Matthewshire, VT 05015",0,0,0,0,2,0,1,normal,0,3,0,Chrome/63.0.7942 (Windows 11),Chrome,63.0.7942,Windows 11,PDF Viewer,UTC+5:30,1920x1080,de-DE,1,873ace06e9cb546344f6ef3f645b4a0cb6b2cd1fdc4f82ef4c375a33ab01c975
buykart_user_02884,donald51@example.com,616.881.2424x23761,2022-10-02,"578 Marsh Causeway, Port Crystalbury, AS 33634","9606 Debra Course, East Ashleyport, VI 65113",0,0,0,1,3,0,0,normal,0,1,0,Chrome/97.0.6426 (Android),Chrome,97.0.6426,Android,Flash,UTC+5:30,1280x720,fr-FR,0,e3d821a9031538ddfc6aec5cf640f3f4c03807476ab942b541109f0271c40395
user_00370,savagenicole@example.net,728.916.1604x26205,2022-08-12,"4106 Obrien Ford, East Eric, OH 53480","4890 Kaitlyn Via, West Jared, MA 42974",0,0,0,0,2,0,0,normal,0,1,0,Firefox/81.0.2336 (Windows 11),Firefox,81.0.2336,Windows 11,PDF Viewer,UTC+9,1280x720,en-US,1,74ba41196a3fe4c01e45987134948bdb578f043a090a0e5dae182fe4a14694fc
buykart_user_01253,uharris@example.org,718.925.5830x18123,2023-06-23,"Unit 5470 Box 4200, DPO AA 78322","67333 Gregory Brook Suite 862, Williamsfurt, KY 94033",0,0,1,0,0,0,0,normal,0,1,0,Opera/89.0.9195 (Linux),Opera,89.0.9195,Linux,QuickTime,UTC-8,1280x720,es-ES,1,5d430b7f2113f2f4d900e84910bc4b39c532520ce08f61bb596b9263e9983ded
buykart_user_00862,suzanne75@example.net,+1-601-248-0435x6186,2025-04-24,"51197 Allison View Apt. 114, Taylorfurt, DC 14449","7214 Bradford Underpass Apt. 259, South Jasonmouth, RI 16065",0,0,0,0,1,0,1,normal,0,1,0,Firefox/103.0.3335 (Windows 10),Firefox,103.0.3335,Windows 10,Java,UTC-8,1366x768,en-GB,0,e321fcfd202110dc105fddb492030130650c10f2b0d0ca85fa390e39492b0109
user_00148,marvin07@example.net,(416)512-3366x60576,2024-12-30,"5829 Timothy Cove, Michaelhaven, MS 90341","8777 Lindsay Brook Apt. 408, Port Omar, NC 03356",0,0,0,0,0,0,0,normal,0,0,0,Firefox/104.0.4995 (Linux),Firefox,104.0.4995,Linux,Java,UTC,1536x864,es-ES,1,85969e4929070318dbe51477945eaf5f04091900ea57b88fd4fe6fb3586da682
buykart_user_02990,millercarrie@example.org,4396544980,2022-12-28,"9314 Lisa Estate Apt. 914, New Tracymouth, OR 73816","4069 Strickland Cliff Apt. 855, Tommyport, RI 21755",0,0,0,0,2,0,0,suspicious,0,0,0,Edge/99.0.7948 (iOS),Edge,99.0.7948,iOS,,UTC-3,1536x864,de-DE,1,60a0a54bd79245cd2e604955f9e6e82e672cb5bea9ec836e2d80580eb6c47e1e
buykart_user_00718,pjacobs@example.com,921.966.2431x23250,2021-12-16,"48602 Sarah Port, Rebeccamouth, TN 66847","04076 Johnson Viaduct Suite 534, Williamsport, MP 42755",0,0,0,0,3,0,0,normal,0,2,0,Edge/68.0.4240 (Linux),Edge,68.0.4240,Linux,Flash,UTC-8,1280x720,en-GB,1,ae5c5372a70bfb0216bda1603a3628d7cea48fb06313a6b477a13191286c6c71
buykart_user_03582,marcdelacruz@example.net,669.536.6523,2023-07-11,"07167 Joseph Islands Apt. 561, North Sean, KY 93515","627 Dana Avenue Suite 743, West Dana, CA 17200",0,0,0,0,2,0,0,suspicious,0,2,0,Firefox/69.0.7394 (Linux),Firefox,69.0.7394,Linux,Flash,UTC-8,1366x768,en-GB,1,d394ee220ffd6c3b1d6a2df463ec0b731d2a5de520428f8d8ea944fd933933ed
buykart_user_00500,jason37@example.org,+1-572-725-2325x2872,2021-09-19,"153 Kristina Crest Apt. 443, Lake Thomasfurt, TX 14308","6413 Ian Path Apt. 379, Matthewfurt, KS 49601",0,0,0,0,3,0,0,normal,1,3,1,Opera/109.0.9023 (MacOS),Opera,109.0.9023,MacOS,Java,UTC+9,1920x1080,es-ES,1,59cb02d29c9b58884663b764c9d79ca448d57759d534ef637e4c4dfbc8bb58c1
buykart_user_01026,bentonedward@example.org,+1-400-934-6488,2025-02-24,"57824 Hoover Mews, Jamesshire, NV 61945","01055 Montes Trail, Michaelton, DE 93727",1,0,1,0,4,0,0,normal,0,0,1,Chrome/64.0.1003 (Windows 10),Chrome,64.0.1003,Windows 10,Flash,UTC,1366x768,es-ES,1,faf23633020e967af7b04a1b23e939e3a13241aaa7c7d5f43dc8eca69a3b5cb6
buykart_user_00060,campbellmichael@example.com,001-212-891-9543x166,2022-05-10,"926 Norton Expressway Suite 788, North Edwinfort, HI 75783","52112 Martinez Hollow Apt. 715, South Justin, VI 68410",0,0,0,0,2,0,0,normal,0,0,0,Chrome/73.0.8057 (MacOS),Chrome,73.0.8057,MacOS,PDF Viewer,UTC-3,1440x900,en-GB,0,ee88f08981d7ac7e8123298ee0647c99c5bbabb646c932a4482b9f57801ae71d
buykart_user_02585,chicks@example.net,512.820.1910x9038,2021-09-03,"Unit 6024 Box 7199, DPO AP 23948","6061 Eric Lights Suite 188, Lake Bonnie, NJ 36073",0,1,0,0,0,0,1,normal,0,0,0,Edge/65.0.6805 (Windows 10),Edge,65.0.6805,Windows 10,QuickTime,UTC+1,1440x900,es-ES,0,9991d78868f87fcba3c2b7b26ec518dbbcc49c9ce48e4b05c2554aa4f7669da6
user_00136,sophia82@example.org,348.625.3607,2023-01-12,"525 Mark Springs Apt. 431, South Kristenberg, VA 82918","4648 Kayla Mills Apt. 971, South Sara, IL 19463",0,0,0,0,2,0,0,normal,0,3,0,Chrome/102.0.1916 (Windows 11),Chrome,102.0.1916,Windows 11,QuickTime,UTC+9,1366x768,en-GB,0,55ad6dc87619862d5f1a0982870b115a1b41dfeb143ab318b9c76eb490171004
buykart_user_04069,shanerichardson@example.org,(512)353-0103x19865,2024-06-18,"69006 Fisher Route Suite 908, Johnshire, VI 73096","968 Bishop Centers, Thomasland, VI 41090",0,1,1,0,3,0,0,normal,0,1,1,Firefox/89.0.9417 (Windows 10),Firefox,89.0.9417,Windows 10,PDF Viewer,UTC-3,1280x720,fr-FR,1,cfd42efad9969498342ff3f687b6432d44c636bd0de094e0120bd4596734d118
buykart_user_02605,andrew06@example.org,7054482938,2021-05-20,"009 Odonnell Pines, Kevinton, AS 53986","Unit 3167 Box 6967, DPO AA 17676",0,0,0,0,2,0,0,normal,1,3,0,Firefox/88.0.1857 (Windows 10),Firefox,88.0.1857,Windows 10,PDF Viewer,UTC+5:30,1920x1080,es-ES,1,359e84d90c1548d5696074364f787910c76a21eee176629e8d123a4dce39e8fd
buykart_user_00504,thompsonryan@example.net,3939476641,2023-10-25,"80171 Cunningham Shoals Apt. 920, North Michelleton, PR 72272","15786 Eric Ports, Duncanmouth, MP 74421",0,0,0,0,4,0,0,normal,0,2,0,Chrome/69.0.5131 (Windows 10),Chrome,69.0.5131,Windows 10,Java,UTC-8,1280x720,de-DE,1,2672e076e6aaf258ffc19ab8274314043efa5c2b30894c98a37279a8c9fac4c7
buykart_user_04325,morgankimberly@example.org,+1-456-619-1016x25080,2021-09-13,"59015 Erica Hill Apt. 906, South Henrytown, WY 46566","Unit 7086 Box 1514, DPO AA 39667",0,0,0,0,1,1,0,normal,0,1,0,Firefox/64.0.3144 (MacOS),Firefox,64.0.3144,MacOS,Flash,UTC-3,1366x768,en-GB,0,c83a597d0ec287f8db3f6d0b5c27b1d183c8ebf1f21cba1b3a5fe347ff29c3ce
buykart_user_02191,zavalajames@example.com,+1-489-810-9509x1886,2024-04-29,"233 Garcia Overpass, East Erinport, NC 42494","79724 Stacey Locks Suite 868, Jenniferhaven, GA 86511",0,1,0,0,4,0,0,normal,0,0,0,Firefox/97.0.8538 (Windows 10),Firefox,97.0.8538,Windows 10,Flash,UTC+5:30,1280x720,fr-FR,0,27a6aabc869a064de98e2daf6efc94c7acb00ce637f554392b1420b35c488a7e
buykart_user_02511,ian07@example.net,(249)488-6900x9446,2020-10-20,"905 Underwood Summit, New Omarbury, WV 87258","26835 Ho Light, Craigmouth, OH 51759",1,1,0,1,1,0,0,normal,0,2,1,Safari/66.0.2321 (MacOS),Safari,66.0.2321,MacOS,Java,UTC+1,1440x900,es-ES,0,552dcb21e122564cd748a41ed0c8d5c6f810f8ae12d84387c0c5e78d60808825
buykart_user_03518,bryantcarol@example.net,572-526-2706x0947,2022-07-24,"38656 David Bypass, Carriemouth, AL 78738","48723 Smith Stravenue, South Bailey, WI 59134",1,0,0,1,4,0,0,normal,0,2,1,Safari/68.0.5877 (iOS),Safari,68.0.5877,iOS,Flash,UTC-8,1280x720,en-US,0,8212d0ea5b87e90699abad289d99fbc6e0a082dae1bf1912819a55f61df3d722
buykart_user_04365,brittany21@example.net,237-227-6894x199,2021-02-04,"47071 Eric Road, North Kimfort, OK 55655","59747 Gordon Lights, Robertsonbury, PA 56158",0,0,0,0,4,0,0,normal,1,1,0,Edge/85.0.2602 (Windows 10),Edge,85.0.2602,Windows 10,QuickTime,UTC+1,1920x1080,fr-FR,1,ecce63003e72a8a5c43ad8e13bdf9553719c9588d572159237e86a4e310fb021
buykart_user_04011,clarkmatthew@example.net,+1-856-453-8573,2023-08-14,"5446 Erin Landing, Port Stephanie, DE 01273","75781 Boyd Creek Suite 886, West Dennisville, NH 77799",1,0,0,0,1,0,0,normal,0,0,0,Edge/83.0.3951 (Windows 11),Edge,83.0.3951,Windows 11,QuickTime,UTC+9,1366x768,es-ES,0,2dff6ff15a0a24b46c005bd13804f83e67e2bf6f17607cbfa5079d452480efdf
buykart_user_03576,patricia02@example.net,(703)617-3835x51366,2023-03-06,"USNV Todd, FPO AE 27040","1011 Spears Mall Apt. 562, Port David, MN 94713",0,1,0,0,3,0,0,normal,0,2,1,Firefox/87.0.4253 (Android),Firefox,87.0.4253,Android,PDF Viewer,UTC+1,1366x768,en-US,0,b189a71926b90c8e3112aa9cbcdd6389346b79e41528401ca558b7dd928c925f
buykart_user_02455,julie61@example.net,797.394.8665,2023-03-24,"1152 Smith Curve, Gillhaven, MD 83999","40435 Lisa Garden, North Danielle, WI 36292",0,0,0,1,4,0,1,normal,1,2,1,Chrome/83.0.2093 (Android),Chrome,83.0.2093,Android,Flash,UTC+5:30,1536x864,fr-FR,1,059fcc1145d81029938b8ba3add0cd45070dec1e43872e5481b5a2d25f72193d
buykart_user_03697,andrew89@example.com,001-927-449-4199x852,2022-12-29,"27491 Jason Isle Apt. 590, Christopherburgh, WV 58581","0692 Larsen Mews, Craigchester, RI 21248",0,0,0,0,3,0,1,normal,0,3,1,Edge/88.0.8543 (Android),Edge,88.0.8543,Android,,UTC-3,1280x720,de-DE,1,3388df12f893e283692c911ead22fa48c49954211a44238e6e75a4dc1af036e5
buykart_user_01920,dawn47@example.net,568-848-3492x5713,2024-11-07,"Unit 9968 Box 9857, DPO AP 89759","91824 Wilson Grove, Paigetown, MO 19138",0,0,0,0,2,0,0,normal,0,2,0,Chrome/73.0.5252 (Windows 11),Chrome,73.0.5252,Windows 11,,UTC-3,1920x1080,de-DE,0,0bea9f005b4962619c21676fc66c63e3893d4cdd614f3c97c9d1fe658fec421e
buykart_user_02507,smithbrooke@example.com,961.545.6218x234,2021-09-15,"1535 Lisa Lock Apt. 234, South Eric, WY 17423","1248 Mary Unions Suite 033, Port Christopherview, CT 36245",0,1,1,0,4,0,0,normal,0,2,1,Safari/66.0.1085 (Android),Safari,66.0.1085,Android,Java,UTC+5:30,1536x864,en-GB,1,d2be733ce7088ad62a2b2e4d78d905245bbedbd0c94f690b1e3c3ca40de36232
buykart_user_03114,crystal40@example.com,383-819-5023x84660,2024-03-19,"73008 Johnson Squares, Kimberlyburgh, MH 68393","3885 Jacob Coves Suite 867, Port Loganfort, RI 65290",0,0,0,1,1,1,0,normal,0,0,0,Safari/102.0.7134 (Windows 11),Safari,102.0.7134,Windows 11,Flash,UTC-3,1366x768,es-ES,1,456b2b2c4f58e233ceac0510664437c5fc938c66d6334068559e83264b6d5edf
buykart_user_02971,hnguyen@example.net,3673187004,2025-03-15,"01759 Reed Corner Suite 807, Charlesfort, CT 15275","Unit 7439 Box 7525, DPO AA 85601",0,0,1,0,3,0,0,normal,0,3,1,Safari/71.0.2873 (Windows 10),Safari,71.0.2873,Windows 10,PDF Viewer,UTC-3,1366x768,es-ES,1,0636882555e0c3a4be88005cf37723507bcf509f71d666cd0407ac199b8d64a8
buykart_user_01658,davisbrian@example.org,+1-391-773-5286x69801,2023-09-24,"940 Erin Villages, Charlesbury, PR 88349","651 Grant Branch, Port Kellybury, TX 66366",0,0,1,0,1,0,0,normal,0,1,0,Edge/89.0.2840 (Windows 11),Edge,89.0.2840,Windows 11,,UTC-8,1920x1080,en-US,0,9a0420e0169ec1cc210619c786221759b455745fac5f966182bbace726a2189d
buykart_user_04330,lisa05@example.net,001-546-894-0416,2023-10-24,"3060 Shea Rest Suite 655, Cannonmouth, MD 50618","9912 Christopher Fields, East Tricia, KS 42197",0,0,0,0,1,0,0,normal,0,1,0,Firefox/72.0.8006 (Windows 11),Firefox,72.0.8006,Windows 11,QuickTime,UTC+1,1280x720,fr-FR,0,5cdba30ab5c7de5eedea0b32499d8609c68f00c09f22233dc5044a1f52752722
buykart_user_00939,soniaflores@example.net,616-804-1262,2021-09-21,"28437 Joseph Summit Suite 302, West Kevinville, FL 15105","63677 Rojas Inlet, Tiffanyhaven, KY 42411",0,0,0,0,0,0,0,normal,0,1,0,Chrome/95.0.8461 (iOS),Chrome,95.0.8461,iOS,PDF Viewer,UTC-8,1440x900,fr-FR,1,154a4e7fa7e22a32f50b593a56c1daa374c59f01b69c472ba4975c1993e80ca1
buykart_user_01121,gonzaleznathan@example.net,(756)276-3278,2020-11-24,"6382 Andrew Station Apt. 102, Russellmouth, ND 97179","Unit 4043 Box 3257, DPO AE 80924",0,0,0,0,1,0,0,normal,0,3,0,Chrome/67.0.7338 (MacOS),Chrome,67.0.7338,MacOS,PDF Viewer,UTC,1280x720,de-DE,1,928baf10f7216d9bb2cc1da4eb49bd8b5ccdc4fbb5e3c7d4eda45bbbc9590694
buykart_user_02401,vliu@example.com,001-377-683-8838,2024-01-11,"147 Hughes Knoll, Victorhaven, KY 95425","8743 Emma Locks, Sawyershire, MD 50266",0,0,1,0,4,0,0,suspicious,0,1,1,Chrome/91.0.6205 (Android),Chrome,91.0.6205,Android,QuickTime,UTC-3,1536x864,es-ES,0,639a7bb44d18e4370517a3e78449274a093c45a8236e6ace5ef739a158f83e7e
