User_ID,Email,Phone_Number,Account_Creation_Date,Billing_Address,Shipping_Address,IP_Address_Changed,New_Device,Odd_Time_of_Transaction,Unusual_Cart_Value,Multiple_Failed_OTPs,VPN_Use,First_Time_High_Value_Purchase,Email_Pattern,Shipping_Address_Changed,Previous_Failed_Attempts,Is_Fraud,User_Agent,Browser_Name,Browser_Version,OS,Installed_Plugins,Time_Zone,Screen_Resolution,Language,Do_Not_Track,fingerprint_id
shopmax_user_02228,williamcruz@example.net,001-302-718-7114,2023-06-15,"PSC 0423, Box 4633, APO AA 92937","USS Zimmerman, FPO AP 56350",1,0,0,0,2,0,0,normal,0,0,0,Chrome/66.0.7335 (MacOS),Chrome,66.0.7335,MacOS,QuickTime,UTC-8,1280x720,es-ES,1,d3c60b29c1c6a3bde04c6e3337c5c1cf383cc7557d27aca687971a91d4255504
shopmax_user_04473,bryanvaughan@example.org,(723)849-1693x0605,2022-01-04,"4828 Steven Haven Apt. 130, South Amyburgh, OK 13199","PSC 3923, Box 0531, APO AP 12162",0,0,0,0,2,0,1,normal,0,2,0,Edge/89.0.4631 (Windows 10),Edge,89.0.4631,Windows 10,Java,UTC,1536x864,de-DE,0,c537530d6778ee82e28613519a7474944d4ff453641619db1f03311b7a5c8719
shopmax_user_02836,angelachen@example.org,771-574-4276x4995,2024-07-23,"Unit 3980 Box 2971, DPO AA 90419","060 Hernandez Mountain Apt. 977, Lake Jenniferport, NM 85523",0,0,0,0,1,0,0,normal,0,1,0,Chrome/109.0.5858 (iOS),Chrome,109.0.5858,iOS,Java,UTC+1,1366x768,es-ES,0,3b48c577d64d37851bf63b20945f29f92a030b3eb5657b7b5a6ee731682c8d08
shopmax_user_01251,anthonylawson@example.net,8442385351,2022-12-05,"0817 Rebecca Springs, North Jenna, MT 23904","16211 Weber Alley, East Nicholastown, AR 29437",0,0,0,0,3,0,0,normal,0,2,0,Edge/84.0.8205 (Android),Edge,84.0.8205,Android,QuickTime,UTC+9,1920x1080,en-US,1,4164b4ede6f34e15a93427e70c61a1ddb56e3585329869d506248ae271550820
shopmax_user_04238,thomaslisa@example.net,798-963-8161x26578,2023-05-17,"9412 Mccann Lakes, Wanghaven, MA 59299","56271 Brooks Crescent Apt. 184, Courtneyshire, UT 28404",0,0,0,0,1,0,0,normal,0,1,0,Chrome/78.0.5134 (Linux),Chrome,78.0.5134,Linux,Flash,UTC-8,1440x900,de-DE,1,aa3b98fcd86eb6145211eb1497a06d3e47931b40230f80fcc6e625b568a6288e
shopmax_user_00354,neil75@example.org,001-355-312-6862,2025-01-11,"54005 Wendy Islands Suite 204, North Crystal, MP 11711","07701 Brittany Villages Apt. 763, East Edwardborough, AK 34684",0,0,0,0,2,0,0,normal,1,3,0,Edge/66.0.1443 (Linux),Edge,66.0.1443,Linux,PDF Viewer,UTC+9,1280x720,fr-FR,1,731ca267a7c4b8cb54577c91951c50fa74b9070676f1a430815cece02367dd6b
shopmax_user_02078,tevans@example.com,368-371-2415x2819,2024-02-02,"9720 Randall Estate, Kimmouth, MO 05537","6981 Lee Spurs, Melendezland, TN 29354",0,0,0,0,0,0,0,normal,0,1,0,Opera/62.0.2166 (MacOS),Opera,62.0.2166,MacOS,PDF Viewer,UTC+5:30,1280x720,en-US,0,65db8066896bf53fd86e7f105465facbc5e4dda593f7182b56db426ca1017dea
shopmax_user_04255,jessicanorton@example.net,001-507-518-2084x79638,2021-12-26,"6508 Wright Unions Suite 163, West Robert, NV 65716","6991 Jordan Inlet, East Mollyfurt, VI 90556",0,1,0,0,1,0,0,normal,0,0,0,Safari/73.0.2337 (MacOS),Safari,73.0.2337,MacOS,Flash,UTC+5:30,1920x1080,fr-FR,0,0b1a7789f7981ffa2ee33c3920cd3c5cc8f99980caa756983c329b08a9a961d0
shopmax_user_03604,grahammisty@example.com,+1-605-791-3674x71033,2023-02-05,"6063 Tyler Turnpike, South Henrymouth, NY 55913","25723 Ashley Light Suite 807, North David, AK 44106",0,0,0,0,3,0,0,normal,0,3,0,Safari/77.0.5817 (iOS),Safari,77.0.5817,iOS,PDF Viewer,UTC-3,1920x1080,fr-FR,0,5fbfa6c8bd9b4bc97cbad28b05a2ee1a6188307b139cebc7118d618e8d3c5aa6
shopmax_user_03499,uwilliams@example.org,229-247-1674,2025-06-07,"04743 Omar Point Suite 903, North Amanda, DE 39488","310 Pugh Curve, Beckton, SC 62193",0,0,1,0,0,0,0,normal,0,0,0,Safari/93.0.4581 (Linux),Safari,93.0.4581,Linux,PDF Viewer,UTC,1536x864,es-ES,0,3e1240b7da07c5ebffb687c32f896c38f36a489f2629466b75296920aac03be0
shopmax_user_03287,kelly86@example.net,244-325-1866x1602,2024-11-15,"2514 Kelly Path Apt. 573, Travisshire, PA 20962","50887 Rogers View Suite 231, Port Richard, TX 76714",0,0,0,0,0,0,0,normal,0,0,0,Safari/89.0.6729 (Android),Safari,89.0.6729,Android,PDF Viewer,UTC-8,1536x864,en-GB,1,6351c09a64f56e7e72b2ac4027509290562d2bb75e823f0f382029962f5108cd
shopmax_user_01163,kimberlyhicks@example.com,(541)226-6599x948,2024-07-13,"4134 Becker Gardens Suite 251, North Jenniferland, FL 08656","410 Mathews Camp, Cynthiaberg, ME 80280",1,0,0,0,4,0,0,normal,0,1,0,Opera/91.0.9179 (Windows 10),Opera,91.0.9179,Windows 10,Java,UTC-3,1366x768,es-ES,0,615e4048e859b78a391ca156bbf5d728c055cd7a888f759f301207bf0ec98436
shopmax_user_01040,ericharrison@example.net,680-641-8016,2021-08-06,"545 Carol Forge Apt. 798, Osbornebury, FL 53715","5879 Dixon Parkway Apt. 644, Kellyshire, CT 49782",0,0,0,0,3,0,0,normal,0,0,0,Safari/102.0.5390 (Windows 11),Safari,102.0.5390,Windows 11,QuickTime,UTC-8,1366x768,de-DE,1,c3a416f1ad287b513d4f317c35d63f05c40fc38bf8a849f48c9a76d0672e388d
shopmax_user_03054,brentdavis@example.net,+1-461-452-6714x7124,2021-12-21,"11932 Jamie Mount, Clarkeside, MD 04564","83586 Daniel Garden, Smallborough, CA 17815",0,1,0,0,3,0,0,normal,0,0,0,Safari/77.0.3838 (Linux),Safari,77.0.3838,Linux,Java,UTC,1366x768,fr-FR,0,227d8fb1c569cac509b325238784feda797db907d619e7aa66ba7b995e910306
shopmax_user_02831,orozcoanna@example.org,001-384-558-8225x2694,2025-02-24,"706 Amanda Port Apt. 273, Johnville, AZ 40668","718 Novak Manor Suite 190, Zacharychester, DC 79876",0,0,0,0,3,0,0,normal,0,2,0,Firefox/60.0.6158 (Android),Firefox,60.0.6158,Android,Flash,UTC-3,1536x864,es-ES,1,565ecd541298b9f36faf0c4465873eb9274ac5fc499d98e5a52862f5292f0685
user_00084,thomas82@example.com,001-942-658-6058,2020-12-18,"669 Robert Expressway Apt. 277, South Anthony, CA 76686","3634 Roberts Mission Suite 387, Brittanyshire, NC 38879",0,1,1,0,0,0,1,normal,0,1,1,Opera/60.0.1215 (MacOS),Opera,60.0.1215,MacOS,Java,UTC-8,1440x900,en-US,0,b0a6cf5de11f5f2284012064ce63083a2420a2f63d115c4fda53ea7fbf5a19c2
shopmax_user_01189,astrickland@example.net,(893)666-7474,2023-10-31,"590 Joseph Spurs, South Jonathonside, RI 75754","79012 Galloway Mission, Crystaltown, WI 60715",1,0,0,0,2,0,0,normal,0,1,0,Chrome/106.0.1228 (Windows 10),Chrome,106.0.1228,Windows 10,,UTC+1,1366x768,es-ES,0,0c45f8868b5a4560cf6cc64762b25d773ab1c8f5e26290bbc8e516c5e1a6916a
shopmax_user_02542,johnsonscott@example.org,+1-978-998-7878x28562,2024-09-21,"5838 Mark Underpass, Smithside, NM 40649","PSC 1908, Box 7227, APO AA 60978",1,0,0,0,1,0,0,normal,1,0,0,Edge/78.0.2890 (Windows 11),Edge,78.0.2890,Windows 11,Flash,UTC,1536x864,es-ES,0,3eacf467e75efa5b0de4ef57116584e95be8efa3fca0db0d958ab7206db5bff9
shopmax_user_01863,john00@example.com,596-910-4974x771,2023-01-26,"875 Shepard Locks Apt. 950, Brownview, OR 60498","00882 Luis Mount Suite 131, Velasquezmouth, OH 66630",0,0,0,0,2,0,0,suspicious,0,3,0,Safari/80.0.3042 (Android),Safari,80.0.3042,Android,Java,UTC,1366x768,en-GB,1,850abb4e206d8f8274da6df1b0e756c5266929aec75ea390279e4bd41fd805e4
shopmax_user_00245,whitekimberly@example.org,721.620.3198,2024-02-14,"87353 Lisa Ways, New Christine, AK 77017","81696 Brianna Shore Suite 440, North Shannon, DE 76117",0,0,0,0,3,0,0,normal,1,0,0,Edge/102.0.4157 (Linux),Edge,102.0.4157,Linux,QuickTime,UTC,1280x720,en-GB,0,86f44a68aa733b59432e7621678fab3d64fc3b7f0e7d47b27a58c1f8f0d23909
shopmax_user_01992,matthew37@example.com,(673)299-0151x46791,2024-10-12,"19816 Reynolds Pass Apt. 771, Port Patty, AK 67541","21542 Davis Locks, Kimmouth, MN 71529",0,0,0,0,1,0,0,normal,0,3,0,Opera/108.0.5809 (Windows 10),Opera,108.0.5809,Windows 10,Java,UTC+1,1280x720,en-US,0,4d7cd499c91eab74eaa45fd48fb3523497459f1f3b556ad7ba0ac03aff202d31
user_00472,cynthiamarquez@example.net,001-987-520-1464x159,2025-02-10,"120 Monica Spurs, Simpsonmouth, KS 38165","0365 Cook Club, East Samuel, FL 93587",0,0,0,0,0,0,0,normal,0,1,0,Edge/61.0.1241 (Android),Edge,61.0.1241,Android,,UTC-3,1440x900,en-GB,1,89120c7284cbba72920a22ee881598219547141e028f74ff331e94a40ca20c16
shopmax_user_02825,kcastro@example.com,813-653-9822x218,2021-08-11,"04779 Rhonda Oval, Benjaminchester, KY 38552","2751 Wells River Suite 147, New Dennis, MN 79282",0,0,0,0,2,0,0,normal,0,0,0,Edge/91.0.5313 (Android),Edge,91.0.5313,Android,Java,UTC+5:30,1366x768,fr-FR,0,994dce060e12b043a35e85330fb12ae6d0c79decfb362f8f19bcc0e6c67b2ba3
shopmax_user_01928,kdiaz@example.com,261.789.1652x238,2022-10-29,"1161 Christopher Manor, Port Brianville, UT 15681","6668 Aguilar Islands, Deanhaven, UT 88787",0,1,0,0,2,0,0,normal,1,2,1,Opera/68.0.4035 (Windows 11),Opera,68.0.4035,Windows 11,Flash,UTC-8,1920x1080,es-ES,0,dad38ac48a749eebe9bff4c9ea2d12660fb046f63a766164f1a5498c596c057b
shopmax_user_02304,justinmurphy@example.net,001-538-237-8742x796,2023-10-09,"Unit 6799 Box 6292, DPO AA 01504","7483 Johnson Junction, South Elizabethfort, WV 13489",0,0,0,0,2,0,0,normal,1,3,0,Opera/62.0.7871 (iOS),Opera,62.0.7871,iOS,Flash,UTC+1,1536x864,es-ES,1,80f170d420b9ca9c1b1c015e40926975881964d67dac5835adf89a73a2b51246
shopmax_user_03647,gregory92@example.com,722.400.8666x386,2021-08-19,"47680 David Hollow Apt. 320, Kathleenchester, ND 17858","8070 Samantha Motorway, Bradleyton, MT 70340",0,0,0,0,0,0,0,normal,0,0,0,Chrome/61.0.7064 (Android),Chrome,61.0.7064,Android,PDF Viewer,UTC+1,1366x768,en-GB,0,d48ad4f7705aa6e6c301043349ae3e646a1b36678409046c41bbd1a405084daf
shopmax_user_00058,yfinley@example.org,(665)657-4267,2024-12-12,"838 William Villages Apt. 033, Lake Jennifer, OR 97438","5359 Jason Crescent Apt. 296, Webbfurt, HI 22781",0,0,1,0,3,0,0,normal,0,1,0,Opera/72.0.5693 (iOS),Opera,72.0.5693,iOS,PDF Viewer,UTC-8,1440x900,en-GB,0,90575e38ed8d760802b09d8dfceaf7d6b8dfa0d37bacfa63f1e592a423b83474
shopmax_user_00603,steven28@example.com,(824)626-8889,2022-02-04,"7355 Madison Mews, Guerreroshire, MO 04052","32607 Murphy Valley Suite 261, Wesleyland, IL 07884",0,0,0,0,2,1,0,suspicious,0,3,1,Safari/67.0.7602 (Linux),Safari,67.0.7602,Linux,,UTC+9,1536x864,de-DE,1,e7033a28078e99c3cd8d2d459cc0c301485aa14911e19c393aedce453f8cce51
shopmax_user_02527,hbrown@example.com,4874841179,2022-10-01,"2245 Cook Flat Apt. 646, Lake Christopherfurt, NV 60082","762 Kaufman Brook, Sarahchester, IN 31302",0,1,0,0,4,0,0,suspicious,0,2,1,Opera/73.0.9056 (MacOS),Opera,73.0.9056,MacOS,QuickTime,UTC-8,1280x720,fr-FR,0,e1a2d5ff311b97d96d8cc861b1f8f32200a0e2e02df38d0de5c8ec3903917dce
shopmax_user_04273,xthomas@example.com,709-523-5570x7019,2022-10-20,"847 Rachel Well Apt. 353, New Mirandaland, GA 58178","316 Timothy Extensions Apt. 845, South Richard, IN 40408",0,0,0,0,2,0,0,normal,0,3,0,Chrome/68.0.4631 (iOS),Chrome,68.0.4631,iOS,Flash,UTC,1536x864,en-US,1,c675ce53b3379a29734e45b877d63b354d4fd7c99ed9f71ad2d2aea80459c2b2
shopmax_user_02080,swebb@example.com,217-446-5754,2021-04-09,"482 Jacob Walks Apt. 023, Jacquelineberg, AS 92182","58200 Hill Trail, Douglashaven, LA 34735",0,0,0,0,0,0,1,normal,0,3,0,Safari/92.0.6774 (Windows 10),Safari,92.0.6774,Windows 10,PDF Viewer,UTC+9,1440x900,fr-FR,0,0bb3fe9492da9f9fe73faa6ff919df7ab3c93897e9b1e38c96321c736d504451
shopmax_user_03847,davidking@example.com,7387618983,2021-07-09,"08458 Mark Skyway Suite 214, Whiteview, HI 47758","137 Martinez Brooks Suite 776, Phillipchester, AZ 97747",0,1,1,0,1,0,0,normal,0,3,1,Firefox/86.0.2351 (iOS),Firefox,86.0.2351,iOS,PDF Viewer,UTC-3,1536x864,fr-FR,0,9f002e2f6a54b90cffa7fb6b2e19a8f97c7e8c50f49aa6ab642b1c91031e3b30
shopmax_user_01499,mkoch@example.net,001-615-672-4667x71972,2024-12-05,"0037 Herrera Turnpike, North Derrickchester, FL 60283","534 Annette Prairie Suite 225, Scottbury, OH 63299",0,1,1,0,2,0,0,normal,0,3,1,Safari/92.0.1548 (iOS),Safari,92.0.1548,iOS,PDF Viewer,UTC+1,1920x1080,en-US,1,1bbc6350db28a530c460a177c722cbd9c3a3c4d51ba4c5b89bc03201e8a65d6c
shopmax_user_04459,georgetimothy@example.net,(420)406-2751,2024-09-16,"260 Kelly Green Apt. 859, Evansport, MA 78229","5237 Young Park Apt. 946, East Davidshire, MS 87330",0,0,1,0,0,0,1,normal,1,0,1,Opera/93.0.3457 (Windows 10),Opera,93.0.3457,Windows 10,Flash,UTC+5:30,1366x768,fr-FR,1,ee7088543b6e43e341cfe19c032d3afe90b3adebd0be4447bd6434d333265179
shopmax_user_00256,braundavid@example.net,777.429.0005x46276,2022-04-26,"158 Clark Cliff, Douglasside, HI 53748","0051 Ramsey Circles, Aliciaburgh, VI 36162",0,0,0,0,0,0,0,normal,0,3,0,Edge/90.0.9463 (Linux),Edge,90.0.9463,Linux,,UTC+5:30,1366x768,en-US,0,ed9df1732a45c3b34e309dc522ab1a2226bfb81676c6b998b0dcc318d7c8088a
shopmax_user_02567,ecampbell@example.com,682.260.4160x196,2025-04-01,"USS Williams, FPO AP 71234","40412 Love Fields Apt. 886, Port Melissaburgh, KS 48039",0,0,1,0,3,0,1,normal,0,3,1,Safari/109.0.6705 (Windows 10),Safari,109.0.6705,Windows 10,Java,UTC-8,1920x1080,en-US,1,d5b3b42a73c9f655b23c258961cdd9e4e52a16194b305be518e491b6bdb2693d
shopmax_user_03743,melissareyes@example.net,920-237-6422,2021-03-14,"4524 Nunez Hills, South Jeffreyshire, VI 76990","261 Ballard Mews Suite 032, Maryville, NJ 59755",0,1,0,0,1,0,0,suspicious,0,1,0,Opera/110.0.4278 (Android),Opera,110.0.4278,Android,Flash,UTC-3,1920x1080,es-ES,1,ab8663200f80e17a964af9d618293115f89c8a96fc1446b9a3254208958e835f
shopmax_user_04087,vcampos@example.net,(327)831-3690x40674,2021-05-03,"880 Morrison Pass, Christinefurt, MP 66604","743 Anderson Ports Apt. 076, West Alanport, AK 63171",0,1,1,0,4,0,0,normal,0,3,1,Safari/88.0.5341 (Android),Safari,88.0.5341,Android,PDF Viewer,UTC-3,1536x864,en-US,1,0f47e841cc1a3d37ef6ccb6dc7f29ae437eec6317e474bd2650e781de9bdad46
shopmax_user_01521,moorejacqueline@example.com,001-979-382-1983x6534,2021-05-18,"9853 Perez Glens Suite 932, West Stacyberg, GU 90705","USNS Camacho, FPO AE 29641",0,0,0,0,3,0,1,normal,0,1,0,Chrome/109.0.8782 (Android),Chrome,109.0.8782,Android,Flash,UTC+1,1366x768,en-GB,0,c424ba41d9f658dd92396f7503445ac47cfd5e9a86cb74f9e4fe154fa1ea5163
shopmax_user_03820,duranangela@example.com,(968)338-3492x0065,2022-09-16,"863 Daniel Port Suite 389, West Jacobborough, IA 80604","4836 Walker Crossroad, West Cindyside, DC 55020",0,0,1,1,2,0,0,normal,0,2,1,Firefox/79.0.2005 (MacOS),Firefox,79.0.2005,MacOS,,UTC-8,1920x1080,fr-FR,0,49f5ba48242cee3029cce5f554059754a0b7ff24f335cb5d06f5d53f34e61762
shopmax_user_04452,uhardin@example.org,5345260505,2023-08-03,"599 Sean Springs Suite 463, Bryantborough, SC 56844","98416 Santiago Land, Muellermouth, OR 32150",0,0,1,0,4,0,0,normal,0,1,0,Firefox/92.0.7949 (iOS),Firefox,92.0.7949,iOS,QuickTime,UTC-8,1280x720,en-GB,0,38056bf3f8ad4c061f04aeaea0058354bfed60c897cca4d8869f5c4b07fbcad9
shopmax_user_00374,karias@example.net,001-570-732-7760,2021-06-21,"9468 Jason Greens, Lake Bradley, ID 88654","4547 Michelle Inlet Suite 375, Markland, MS 68370",0,0,0,0,3,0,0,normal,0,3,0,Chrome/70.0.7689 (MacOS),Chrome,70.0.7689,MacOS,PDF Viewer,UTC+1,1440x900,fr-FR,0,3c6d18d3b8b2305295f6069b4d8b58982fede622cc36af27db48ab8e551b2388
shopmax_user_02128,gregoryjennifer@example.net,772-480-5547x3473,2022-04-02,"42380 Spears Village, New Andreamouth, AR 67026","72501 Patricia Springs Apt. 015, Duncanborough, WY 14411",0,1,0,0,1,0,0,normal,0,3,0,Chrome/99.0.6823 (Windows 10),Chrome,99.0.6823,Windows 10,QuickTime,UTC-3,1536x864,en-US,1,5f65ed61df1180ed3559e3d03d79f458801136b634e1b0f04ad4cce835d9d23d
shopmax_user_00491,david18@example.net,001-274-680-8327x344,2021-08-19,"519 Owen Ford Apt. 887, New Janiceland, FL 94722","59787 Donaldson Squares Apt. 405, Mejiashire, GU 03460",1,1,0,0,1,0,0,normal,0,1,0,Opera/93.0.3418 (MacOS),Opera,93.0.3418,MacOS,Flash,UTC-3,1366x768,en-US,1,079c3695ae3b1d9f2222336c89127196e59a94b65d161e877b70d98e733d3805
shopmax_user_03417,huynhdenise@example.org,543.325.9633x580,2024-10-19,"5160 Calderon Mall Apt. 409, Marvinton, AR 19091","43189 Paul Forges, South Amanda, IA 09599",0,0,0,0,3,0,0,normal,0,0,0,Safari/84.0.9332 (Android),Safari,84.0.9332,Android,,UTC-3,1440x900,en-US,1,7309c87d71f22583a3b3cf7e5f612cedd5bb93ff558b1e10457be3d161994bcb
user_00169,cbyrd@example.net,+1-348-478-4379x5292,2023-10-10,"99236 Sanchez Loop Apt. 175, East Ashley, GU 67009","534 Williams Bridge Suite 461, Randyside, MT 40149",0,0,0,1,4,0,0,normal,0,1,0,Edge/72.0.3391 (iOS),Edge,72.0.3391,iOS,QuickTime,UTC+9,1440x900,en-US,1,bc8892393d2dc3afa2e6d127649755acfe87d33a5eb94b439ad6378f14c93d7c
shopmax_user_00498,johnsonkrystal@example.org,001-286-473-0954x610,2021-03-27,"106 Krista Tunnel, Mackenziebury, ME 39832","8326 Clayton Hill Apt. 735, Guerreroton, WI 30344",0,1,0,0,0,0,0,normal,0,2,0,Safari/89.0.5117 (Windows 10),Safari,89.0.5117,Windows 10,PDF Viewer,UTC+9,1536x864,en-GB,0,9c385b347942acbd38a2187ecde1a589b570ea30a84e23f801f9358d4fec88e0
shopmax_user_01937,mcbridejacob@example.net,516.227.3065,2025-06-10,"52406 Young Shores, New Christopher, ID 30510","USS Simon, FPO AA 19946",0,0,0,0,4,0,0,normal,0,1,0,Firefox/105.0.1676 (Linux),Firefox,105.0.1676,Linux,Java,UTC+1,1280x720,es-ES,1,3c52a662aca74ef31daffdd21f325608154ac1eef654c0331e78177eb0ad669d
user_00088,kingmaurice@example.net,9459781864,2021-01-18,"8392 Hudson Point, Liubury, GU 03998","37216 Alexander Orchard, North Tammy, TX 56366",0,0,0,0,4,0,0,normal,0,1,0,Opera/73.0.7556 (Windows 11),Opera,73.0.7556,Windows 11,PDF Viewer,UTC+9,1440x900,en-GB,1,f07954e3befcca6d8bd3e2c747f7074bf8d8afdc5e912b756f9625cb9928bb5d
shopmax_user_03689,mterry@example.com,+1-961-327-5063x732,2024-06-12,"46202 Moore Ways Suite 917, West Margaret, ND 57103","1384 Keith Parkways Apt. 036, Fritzmouth, VT 58337",0,1,0,0,1,0,0,normal,0,2,0,Opera/62.0.8198 (Windows 10),Opera,62.0.8198,Windows 10,Flash,UTC+9,1536x864,en-US,1,2ca1b7ef4bb25bc95595b66d848a41970731457d0202c2e497e2a4c25b7ae34e
shopmax_user_00745,sherrystewart@example.net,571-388-3641,2021-01-25,"3584 Gary Underpass, Princeshire, NY 04948","Unit 4228 Box 8829, DPO AP 89865",0,0,0,0,3,0,1,normal,0,0,0,Chrome/91.0.3759 (Linux),Chrome,91.0.3759,Linux,Flash,UTC-8,1280x720,de-DE,1,f8fe3ac2a696ef184552ab96da194ea03bb89f2e569c895f9260d95bfc4bdd23
shopmax_user_01852,lhale@example.com,7349497174,2025-06-12,"910 Dean Haven, Victoriaview, NV 11346","05395 Laura Mountain Suite 729, Williammouth, IL 54247",0,0,0,0,3,0,0,normal,0,1,0,Edge/63.0.8742 (Windows 11),Edge,63.0.8742,Windows 11,Flash,UTC+5:30,1366x768,fr-FR,1,788b6cfee5aaafb9f14c5b3489861d759a0ad1e63901b9d24984d6c63d8fa153
shopmax_user_01559,stantoncarrie@example.com,4248525258,2022-11-17,"217 Mccall Inlet, South Thomasshire, TX 23487","7535 Tyler Mountains, Petersonborough, PW 71264",0,0,0,0,3,0,0,normal,0,3,0,Safari/78.0.4216 (Windows 11),Safari,78.0.4216,Windows 11,Flash,UTC+1,1440x900,es-ES,1,a7f5f71497b95dd8bec8f25c0b97ccff56dd0974757106c51abe8589ef9b0852
shopmax_user_02708,alexis68@example.net,001-889-459-6716x0347,2024-04-19,"225 Nathan Light, Youngbury, NY 12692","32692 Silva Overpass Apt. 035, Matthewhaven, DC 31386",0,0,0,0,2,0,0,normal,1,2,0,Firefox/61.0.6945 (MacOS),Firefox,61.0.6945,MacOS,QuickTime,UTC-8,1920x1080,de-DE,0,748d58d65f804777403d7d4228a351ed2a4da5d6c5c7451b1facf7856d8303ee
